0
ï»¿0
"Ã¯Â»Â¿Player,Conference,Receiving School,Transferring School,Position"
"Marcus Alexander,Sun Belt,Texas State,Oklahoma,OL"
"Brey Walker,Sun Belt,Texas State,Oklahoma,OL"
"Chayse Todd,Sun Belt,Texas State,Houston,OL"
"Emeka Obigbo,Sun Belt,Texas State,Incarnate Word,OL"
"Jimeto Obigbo,Sun Belt,Texas State,Incarnate Word,OL"
"Caleb Johnson,Sun Belt,Texas State,Incarnate Word,OL"
"Deven Wright,Sun Belt,Texas State,Boise State,DL"
"Jason Gold Jr.,Sun Belt,Texas State,Northwestern,DL"
"Tavian Coleman,Sun Belt,Texas State,Utah State,DL"
"Chance Main,Sun Belt,Texas State,Colorado,DL"
"Sam Latham,Sun Belt,Texas State,Incarnate Word,DL"
"Christian Rorie,Sun Belt,Texas State,Duke,DL"
"Bryce Cage,Sun Belt,Texas State,Southeastern Louisiana,DL"
"Victor Obi,Sun Belt,Texas State,Baylor,LB"
"Dan Foster,Sun Belt,Texas State,Marshall,LB"
"Joshua Eaton,Sun Belt,Texas State,Oklahoma,DB"
"John Blunt Jr.,Sun Belt,Texas State,Eastern Kentucky,DB"
"Darius Jackson,Sun Belt,Texas State,Missouri,DB"
"Jaylon Shelton,Sun Belt,Texas State,West Virginia,DB"
"Kaleb Ford-Dement,Sun Belt,Texas State,Washington State,DB"
"Kaleb Culp,Sun Belt,Texas State,Incarnate Word,DB"
"Caleb Coleman,Sun Belt,Texas State,West Virginia,DB"
"Shawn Holton,Sun Belt,Texas State,Incarnate Word,DB"
"Brady Radz,Sun Belt,Texas State,Colorado State,LS"
"Will Crowder,Sun Belt,Troy,West Virginia,QB"
"Asa Martin,Sun Belt,Troy,Memphis,RB"
"Jordon Ingram,Sun Belt,Troy,Auburn,RB"
"Chris Lewis,Sun Belt,Troy,Kentucky,WR"
"Landon Parker,Sun Belt,Troy,Wofford,WR"
"Brody Dalton,Sun Belt,Troy,UAB,TE"
"Tavon Matthews,Sun Belt,Troy,East Tennessee State,OL"
"Colby Smith,Sun Belt,Troy,Auburn,OL"
"Braylun Smith,Sun Belt,Troy,Birmingham-Southern,OL"
"Blake Austin,Sun Belt,Troy,East Tennessee State,OL"
"Eli Russ,Sun Belt,Troy,Oklahoma State,OL"
"Zach Edwards,Sun Belt,Troy,Louisville,LB"
"Reggie Bracy,Sun Belt,Troy,Iowa,DB"
"Damaje Yancey,Sun Belt,Troy,Southern Utah,DB"
"Donovan Callis,Sun Belt,Troy,East Central,DB"
"Zion Alexander,Sun Belt,Troy,East Tennessee State,DB"
"Irshaad Davis,Sun Belt,Troy,Alabama State,DB"
"Will Spain,Sun Belt,Troy,Austin Peay,LS"
"Hunter Herring,Sun Belt,ULM,Louisiana,QB"
"Thad Franklin,Sun Belt,ULM,Miami,RB"
"Isaiah Woullard,Sun Belt,ULM,Ole Miss,RB"
"Quaterrius Tolbert,Sun Belt,ULM,Middle Tennessee,WR"
"NyNy Davis,Sun Belt,ULM,Utah State,WR"
"Jaedyn McKinstry,Sun Belt,ULM,Bowling Green,WR"
"Devante Keys,Sun Belt,ULM,Idaho,DL"
"Alvino Carbajal,Sun Belt,ULM,UAB,DL"
"Dylan Howell,Sun Belt,ULM,East Central,DL"
"Adin Huntington,Sun Belt,ULM,Kent State,DL"
"Donell Harris Jr.,Sun Belt,ULM,Texas A&M,DL"
"Trevell Johnson,Sun Belt,ULM,Texas,LB"
"Ja'Terious Evans,Sun Belt,ULM,Stephen F. Austin,LB"
"Andrew Volmar,Sun Belt,ULM,FIU,DB"
"Austin Goffney,Sun Belt,ULM,Lamar,DB"
"Kedon Slovis,Independents,BYU,Pitt,QB"
"Aidan Robbins,Independents,BYU,UNLV,RB"
"Deion Smith,Independents,BYU,Colorado,RB"
"Keelan Marion,Independents,BYU,UConn,WR"
"Darius Lassiter,Independents,BYU,Eastern Michigan,WR"
"Mata'ava Ta'ase,Independents,BYU,Southern Utah,TE"
"Weylin Lapuaho,Independents,BYU,Utah State,OL"
"Paul Maile,Independents,BYU,Utah,OL"
"Ian Fitzgerald,Independents,BYU,Missouri State,OL"
"Jake Eichorn,Independents,BYU,Weber State,OL"
"Caleb Etienne,Independents,BYU,Oklahoma State,OL"
"Simi Moala,Independents,BYU,Utah,OL"
"Isaiah Bagnah,Independents,BYU,Boise State,DL"
"Wyatt Dawe,Independents,BYU,Southern Utah,DL"
"Nuuletau Sellesin,Independents,BYU,Weber State,DL"
"Jackson Cravens,Independents,BYU,Boise State,DL"
"AJ Vongphachanh,Independents,BYU,Utah State,LB"
"Harrison Taggart,Independents,BYU,Oregon,LB"
"Eddie Heckard,Independents,BYU,Weber State,DB"
"Kamden Garrett,Independents,BYU,Weber State,DB"
"Crew Wakley,Independents,BYU,Utah State,DB"
"Dylan Flowers,Independents,BYU,Southern Utah,DB"
"Will Ferrin,Independents,BYU,Boise State,K"
"Trey Lowe,Independents,Liberty,Southern Miss,QB"
"Quinton Cooley,Independents,Liberty,Wake Forest,RB"
"James Jointer,Independents,Liberty,Arkansas,RB"
"Victor Venn,Independents,Liberty,Colorado,RB"
"Billy Lucas,Independents,Liberty,Duquesne,RB"
"Errol Rogers,Independents,Liberty,Louisiana,WR"
"Aaron Bedgood,Independents,Liberty,Coastal Carolina,WR"
"Victor Jones,Independents,Liberty,Nebraska,WR"
"Reese Smith,Independents,Liberty,West Virginia,WR"
"Elijah Smoot,Independents,Liberty,UT Martin,WR"
"Jacob Jenkins,Independents,Liberty,Coastal Carolina,TE"
"Jordan White,Independents,Liberty,West Virginia,OL"
"Xavior Gray,Independents,Liberty,Akron,OL"
"Jack Tucker,Independents,Liberty,Texas Tech,OL"
"Grey Carroll,Independents,Liberty,Georgia Tech,DL"
"Bryson Jennings,Independents,Liberty,North Carolina,DL"
"Chike Nwankwo,Independents,Liberty,Abilene Christian,LB"
"Nicholas Days,Independents,Liberty,Toledo,LB"
"RJ Roderick,Independents,Liberty,South Carolina,DB"
"Brandon Bishop,Independents,Liberty,Louisiana,DB"
"Joshua Wiggins,Independents,Liberty,Colorado,DB"
"Elijah Hopkins,Independents,Liberty,Coastal Carolina,DB"
"Eli Stowers,Independents,New Mexico State,Texas A&M,QB"
"Tyler Devera,Independents,New Mexico State,Stony Brook,TE"
"Ron Tiavaasue,Independents,New Mexico State,Utah State,TE"
"Jacob Golden,Independents,New Mexico State,Boise State,OL"
"Dion Wilson,Independents,New Mexico State,Arizona,DL"
"Jamari Buddin,Independents,New Mexico State,Penn State,LB"
"Keonte Glinton,Independents,New Mexico State,Wyoming,DB"
"John Huggins,Independents,New Mexico State,Jackson State,DB"
"Myles Rowser,Independents,New Mexico State,Campbell,DB"
"Jordan Vincent,Independents,New Mexico State,Eastern Illinois,S"
"Zach Haynes,Independents,New Mexico State,Southeast Missouri State,P"
"Sam Hartman,Independents,Notre Dame,Wake Forest,QB"
"Devyn Ford,Independents,Notre Dame,Penn State,RB"
"Kaleb Smith,Independents,Notre Dame,Virginia Tech - opted to retire,WR"
"Javontae Jean-Baptiste,Independents,Notre Dame,Ohio State,DL"
"Cole Aubrey,Independents,Notre Dame,Princeton,DL"
"Thomas Harper,Independents,Notre Dame,Oklahoma State,DB"
"Antonio Carter,Independents,Notre Dame,Rhode Island,DB"
"Spencer Shrader,Independents,Notre Dame,USF,K"
"Ben Krimm,Independents,Notre Dame,Penn,P"
"Joe Fagnano,Independents,UConn,Maine,QB"
"Jalen Mitchell,Independents,UConn,Louisville,RB"
"Geordon Porter,Independents,UConn,New Mexico,WR"
"Brett Buckman,Independents,UConn,Delaware,WR"
"James Burns,Independents,UConn,Austin Peay,WR"
"Louis Hansen,Independents,UConn,Michigan,TE"
"Alex Honig,Independents,UConn,TCU,TE"
"Ray Eldridge,Independents,UConn,Richmond,DL"
"Raashaan Wilkins,Independents,UConn,Illinois,DL"
"Maurice Wilmer,Independents,UConn,Nevada,LB"
"Eriq Gilyard,Independents,UConn,Kansas,LB"
"Kalen Villanueva,Independents,UConn,Louisiana Tech,LB"
"Kevon Glenn,Independents,UConn,Georgia Southern,LB"
"Zakhari Spears,Independents,UConn,Washington,DB"
"Mumu Bin-Wahad,Independents,UConn,West Virginia,DB"
"Torion White,Independents,UConn,Southern Utah,DB"
"Noah Plack,Independents,UConn,Delaware,DB"
"Armauni Archie,Independents,UConn,Washington State,DB"
"Carlos Davis,Independents,UMass,Western Carolina,QB"
"Taisun Phommachanh,Independents,UMass,Georgia Tech,QB"
"Jackson Paradis,Independents,UMass,Buffalo,RB"
"Jalen John,Independents,UMass,Arizona,RB"
"Christian Wells,Independents,UMass,Appalachian State,WR"
"Anthony Simpson,Independents,UMass,Arizona,WR"
"Shawn Harris Jr.,Independents,UMass,Stony Brook,WR"
"Mark Pope,Independents,UMass,Jackson State,WR"
"Matt Smith,Independents,UMass,Duke,TE"
"Marcellus Anderson,Independents,UMass,Saginaw Valley State,OL"
"Parris Heath,Independents,UMass,Albany,OL"
"Brandon MacKinnon,Independents,UMass,Northern Illinois,OL"
"JB Brown,Independents,UMass,Arizona,DL"
"Shambre Jackson,Independents,UMass,Florida State,DL"
"Jermaine Wiggins Jr.,Independents,UMass,Arizona,DL"
"Tyler Martin,Independents,UMass,Arizona,LB"
"Jerry Roberts,Independents,UMass,Arizona,LB"
"Alexander Tsoumakas III,Independents,UMass,Sacred Heart,LB"
"Isaiah Rutherford,Independents,UMass,Arizona,DB"
"Dashaun Jerkins,Independents,UMass,Ole Miss,DB"
"Jerrod Cameron,Independents,UMass,Coastal Carolina,DB"
"Steven Ortiz,Independents,UMass,Minnesota,DB"
"Jalen Harrell,Independents,UMass,Miami,S"
